id,gender,monetary,recency,frequency,duration,purchase,recency2,monetary2,frequency2,predict222,recency3,monetary3,frequency3,predict555
13143,F,201,8,2,16,0,2,1,1,0.052511416,4,3,2,0.095238095
12011,F,214,6,2,12,0,2,2,1,0.116607774,4,3,2,0.095238095
12483,M,225,8,2,12,1,2,2,1,0.116607774,4,3,2,0.095238095
12407,M,191,6,2,10,0,2,1,1,0.052511416,4,3,2,0.095238095
12361,M,189,6,2,14,0,2,1,1,0.052511416,4,3,2,0.095238095
12696,F,191,6,2,14,0,2,1,1,0.052511416,4,3,2,0.095238095
13872,F,188,6,2,12,0,2,1,1,0.052511416,4,3,2,0.095238095
12880,F,191,8,2,14,0,2,1,1,0.052511416,4,3,2,0.095238095
12350,F,233,6,2,12,0,2,2,1,0.116607774,4,3,2,0.095238095
12242,F,239,8,2,12,0,2,2,1,0.116607774,4,3,2,0.095238095
12166,F,210,6,2,8,0,2,2,1,0.116607774,4,3,2,0.095238095
13612,M,227,8,2,12,1,2,2,1,0.116607774,4,3,2,0.095238095
13746,F,222,6,2,10,0,2,2,1,0.116607774,4,3,2,0.095238095
12449,F,185,8,2,12,0,2,1,1,0.052511416,4,3,2,0.095238095
13707,M,228,8,2,12,0,2,2,1,0.116607774,4,3,2,0.095238095
13622,M,228,6,2,8,0,2,2,1,0.116607774,4,3,2,0.095238095
12675,F,236,6,2,12,0,2,2,1,0.116607774,4,3,2,0.095238095
13116,F,418,10,9,48,0,2,2,2,0.174418605,3,5,4,0.09375
12389,F,319,10,9,54,1,2,2,2,0.174418605,3,5,4,0.09375
13967,M,385,12,9,46,0,2,2,2,0.174418605,3,5,4,0.09375
12889,F,370,10,8,50,0,2,2,2,0.174418605,3,5,4,0.09375
12121,F,340,12,6,30,0,2,2,2,0.174418605,3,5,4,0.09375
13556,F,380,10,7,24,0,2,2,2,0.174418605,3,5,4,0.09375
13750,F,307,10,8,28,0,2,2,2,0.174418605,3,5,4,0.09375
12106,F,345,10,8,44,0,2,2,2,0.174418605,3,5,4,0.09375
13088,F,308,12,7,36,0,2,2,2,0.174418605,3,5,4,0.09375
12045,M,323,12,8,56,0,2,2,2,0.174418605,3,5,4,0.09375
13364,F,306,10,6,32,1,2,2,2,0.174418605,3,5,4,0.09375
12558,F,308,12,8,58,0,2,2,2,0.174418605,3,5,4,0.09375
13376,F,359,10,8,50,0,2,2,2,0.174418605,3,5,4,0.09375
12296,F,384,10,8,46,0,2,2,2,0.174418605,3,5,4,0.09375
12677,F,300,10,7,46,0,2,2,2,0.174418605,3,5,4,0.09375
12130,F,384,12,6,40,0,2,2,2,0.174418605,3,5,4,0.09375
13433,F,371,12,6,36,0,2,2,2,0.174418605,3,5,4,0.09375
12506,F,347,10,6,28,0,2,2,2,0.174418605,3,5,4,0.09375
13659,F,316,10,6,42,0,2,2,2,0.174418605,3,5,4,0.09375
13550,M,326,12,7,48,0,2,2,2,0.174418605,3,5,4,0.09375
13778,F,369,10,8,50,0,2,2,2,0.174418605,3,5,4,0.09375
12585,F,342,12,9,42,0,2,2,2,0.174418605,3,5,4,0.09375
12814,M,430,10,9,34,0,2,2,2,0.174418605,3,5,4,0.09375
12219,F,307,12,6,26,0,2,2,2,0.174418605,3,5,4,0.09375
13938,F,310,10,9,38,1,2,2,2,0.174418605,3,5,4,0.09375
13735,F,316,10,7,46,0,2,2,2,0.174418605,3,5,4,0.09375
13215,F,397,12,8,46,0,2,2,2,0.174418605,3,5,4,0.09375
12176,M,343,12,9,66,0,2,2,2,0.174418605,3,5,4,0.09375
13923,M,349,12,6,40,0,2,2,2,0.174418605,3,5,4,0.09375
13895,M,384,10,6,32,0,2,2,2,0.174418605,3,5,4,0.09375
13189,F,422,12,9,60,0,2,2,2,0.174418605,3,5,4,0.09375
13610,F,327,12,7,34,0,2,2,2,0.174418605,3,5,4,0.09375
12454,M,91,16,5,42,0,1,1,2,0.08,2,1,3,0.083333333
12967,F,73,14,4,28,0,1,1,2,0.08,2,1,3,0.083333333
13697,F,65,14,4,32,0,1,1,2,0.08,2,1,3,0.083333333
13047,F,82,16,3,26,0,1,1,1,0.031884058,2,1,3,0.083333333
13139,F,106,14,4,26,0,1,1,2,0.08,2,1,3,0.083333333
13980,M,94,14,3,22,0,1,1,1,0.031884058,2,1,3,0.083333333
13460,M,77,16,4,30,0,1,1,2,0.08,2,1,3,0.083333333
13574,F,82,14,4,22,0,1,1,2,0.08,2,1,3,0.083333333
12946,F,94,16,5,44,0,1,1,2,0.08,2,1,3,0.083333333
13227,F,75,16,5,44,0,1,1,2,0.08,2,1,3,0.083333333
12236,M,61,16,4,38,0,1,1,2,0.08,2,1,3,0.083333333
12246,M,109,14,3,22,1,1,1,1,0.031884058,2,1,3,0.083333333
12628,F,245,12,1,12,0,2,2,1,0.116607774,3,4,1,0.081081081
13804,F,262,10,1,10,1,2,2,1,0.116607774,3,4,1,0.081081081
12253,F,260,12,1,12,0,2,2,1,0.116607774,3,4,1,0.081081081
13038,F,262,10,1,10,0,2,2,1,0.116607774,3,4,1,0.081081081
13764,F,272,12,1,12,1,2,2,1,0.116607774,3,4,1,0.081081081
12753,F,255,12,1,12,0,2,2,1,0.116607774,3,4,1,0.081081081
12309,M,260,10,1,10,0,2,2,1,0.116607774,3,4,1,0.081081081
13427,M,275,10,1,10,0,2,2,1,0.116607774,3,4,1,0.081081081
13908,M,285,12,1,12,0,2,2,1,0.116607774,3,4,1,0.081081081
13623,M,263,12,1,12,0,2,2,1,0.116607774,3,4,1,0.081081081
13560,M,280,12,1,12,0,2,2,1,0.116607774,3,4,1,0.081081081
12830,M,269,12,1,12,0,2,2,1,0.116607774,3,4,1,0.081081081
12086,F,264,10,1,10,0,2,2,1,0.116607774,3,4,1,0.081081081
12896,F,297,12,1,12,0,2,2,1,0.116607774,3,4,1,0.081081081
13508,M,299,10,1,10,0,2,2,1,0.116607774,3,4,1,0.081081081
12128,F,274,10,1,10,0,2,2,1,0.116607774,3,4,1,0.081081081
12657,F,248,10,1,10,0,2,2,1,0.116607774,3,4,1,0.081081081
13268,M,290,10,1,10,0,2,2,1,0.116607774,3,4,1,0.081081081
12659,F,297,12,1,12,0,2,2,1,0.116607774,3,4,1,0.081081081
12809,F,268,12,1,12,0,2,2,1,0.116607774,3,4,1,0.081081081
12424,M,261,10,1,10,0,2,2,1,0.116607774,3,4,1,0.081081081
12865,F,254,10,1,10,0,2,2,1,0.116607774,3,4,1,0.081081081
13418,F,290,10,1,10,0,2,2,1,0.116607774,3,4,1,0.081081081
12792,F,258,12,1,12,0,2,2,1,0.116607774,3,4,1,0.081081081
12859,M,285,10,1,10,0,2,2,1,0.116607774,3,4,1,0.081081081
12868,F,292,10,1,10,0,2,2,1,0.116607774,3,4,1,0.081081081
12925,F,293,12,1,12,0,2,2,1,0.116607774,3,4,1,0.081081081
13999,F,259,10,1,10,0,2,2,1,0.116607774,3,4,1,0.081081081
13549,F,243,12,1,12,0,2,2,1,0.116607774,3,4,1,0.081081081
13324,M,249,10,1,10,0,2,2,1,0.116607774,3,4,1,0.081081081
12950,F,247,10,1,10,0,2,2,1,0.116607774,3,4,1,0.081081081
12189,F,263,10,1,10,0,2,2,1,0.116607774,3,4,1,0.081081081
12034,F,273,10,1,10,0,2,2,1,0.116607774,3,4,1,0.081081081
12783,M,292,10,1,10,0,2,2,1,0.116607774,3,4,1,0.081081081
13748,F,272,12,1,12,0,2,2,1,0.116607774,3,4,1,0.081081081
12177,F,253,10,1,10,1,2,2,1,0.116607774,3,4,1,0.081081081
13689,F,268,10,1,10,0,2,2,1,0.116607774,3,4,1,0.081081081
13134,F,301,22,2,30,0,1,2,1,0.037344398,1,5,2,0.076923077
12012,M,307,36,2,44,0,1,2,1,0.037344398,1,5,2,0.076923077
13119,M,309,34,2,36,0,1,2,1,0.037344398,1,5,2,0.076923077
12602,F,303,28,2,32,1,1,2,1,0.037344398,1,5,2,0.076923077
12265,F,300,20,2,26,0,1,2,1,0.037344398,1,5,2,0.076923077
12448,F,315,30,2,32,0,1,2,1,0.037344398,1,5,2,0.076923077
12972,M,329,32,2,40,0,1,2,1,0.037344398,1,5,2,0.076923077
13048,M,304,20,2,22,0,1,2,1,0.037344398,1,5,2,0.076923077
12621,F,308,28,2,32,0,1,2,1,0.037344398,1,5,2,0.076923077
13769,F,316,36,2,40,0,1,2,1,0.037344398,1,5,2,0.076923077
12212,F,329,20,2,24,0,1,2,1,0.037344398,1,5,2,0.076923077
13865,M,316,26,2,32,0,1,2,1,0.037344398,1,5,2,0.076923077
13501,M,312,30,2,34,0,1,2,1,0.037344398,1,5,2,0.076923077
12933,F,380,14,10,56,0,1,2,2,0.073275862,2,5,5,0.076923077
12510,F,353,14,11,62,0,1,2,2,0.073275862,2,5,5,0.076923077
13644,F,406,14,11,50,0,1,2,2,0.073275862,2,5,5,0.076923077
12539,M,376,14,10,58,0,1,2,2,0.073275862,2,5,5,0.076923077
13890,F,392,14,11,62,0,1,2,2,0.073275862,2,5,5,0.076923077
12159,M,335,14,10,68,0,1,2,2,0.073275862,2,5,5,0.076923077
13486,F,302,16,11,62,0,1,2,2,0.073275862,2,5,5,0.076923077
12855,F,463,16,12,72,0,1,2,2,0.073275862,2,5,5,0.076923077
12586,M,321,16,10,46,0,1,2,2,0.073275862,2,5,5,0.076923077
12485,M,412,14,11,76,0,1,2,2,0.073275862,2,5,5,0.076923077
12146,F,374,16,10,46,0,1,2,2,0.073275862,2,5,5,0.076923077
12053,F,427,16,11,74,0,1,2,2,0.073275862,2,5,5,0.076923077
13497,F,390,16,11,46,0,1,2,2,0.073275862,2,5,5,0.076923077
13536,M,333,14,10,64,0,1,2,2,0.073275862,2,5,5,0.076923077
12379,M,351,14,10,46,0,1,2,2,0.073275862,2,5,5,0.076923077
12308,F,443,16,11,46,0,1,2,2,0.073275862,2,5,5,0.076923077
12875,M,361,16,11,80,0,1,2,2,0.073275862,2,5,5,0.076923077
13064,F,349,14,10,62,0,1,2,2,0.073275862,2,5,5,0.076923077
12527,M,415,16,12,68,1,1,2,2,0.073275862,2,5,5,0.076923077
13430,F,311,14,12,58,1,1,2,2,0.073275862,2,5,5,0.076923077
12565,F,425,14,12,58,0,1,2,2,0.073275862,2,5,5,0.076923077
13828,F,391,16,12,40,0,1,2,2,0.073275862,2,5,5,0.076923077
13045,F,345,16,12,46,0,1,2,2,0.073275862,2,5,5,0.076923077
12713,F,393,14,12,78,0,1,2,2,0.073275862,2,5,5,0.076923077
13704,F,401,16,11,50,0,1,2,2,0.073275862,2,5,5,0.076923077
12376,M,419,14,12,50,0,1,2,2,0.073275862,2,5,5,0.076923077
12899,F,422,14,11,70,1,1,2,2,0.073275862,2,5,5,0.076923077
13050,M,302,14,12,48,0,1,2,2,0.073275862,2,5,5,0.076923077
12640,M,422,14,11,64,0,1,2,2,0.073275862,2,5,5,0.076923077
12910,M,385,16,10,44,0,1,2,2,0.073275862,2,5,5,0.076923077
13344,M,391,14,11,42,0,1,2,2,0.073275862,2,5,5,0.076923077
13799,F,430,14,10,38,0,1,2,2,0.073275862,2,5,5,0.076923077
12331,F,359,14,11,40,0,1,2,2,0.073275862,2,5,5,0.076923077
13652,M,443,14,10,48,0,1,2,2,0.073275862,2,5,5,0.076923077
13516,F,406,14,10,40,0,1,2,2,0.073275862,2,5,5,0.076923077
12303,F,307,16,10,40,0,1,2,2,0.073275862,2,5,5,0.076923077
13109,F,405,16,11,70,0,1,2,2,0.073275862,2,5,5,0.076923077
12499,F,392,16,12,80,0,1,2,2,0.073275862,2,5,5,0.076923077
12665,F,434,14,11,54,0,1,2,2,0.073275862,2,5,5,0.076923077
12730,M,114,10,2,14,0,2,1,1,0.052511416,3,2,2,0.076923077
13387,F,174,10,2,14,0,2,1,1,0.052511416,3,2,2,0.076923077
13589,F,127,10,2,18,0,2,1,1,0.052511416,3,2,2,0.076923077
12097,M,145,10,2,18,0,2,1,1,0.052511416,3,2,2,0.076923077
13523,M,159,10,2,14,0,2,1,1,0.052511416,3,2,2,0.076923077
13414,M,146,12,2,18,1,2,1,1,0.052511416,3,2,2,0.076923077
12552,F,162,10,2,18,0,2,1,1,0.052511416,3,2,2,0.076923077
13563,F,152,12,2,14,0,2,1,1,0.052511416,3,2,2,0.076923077
13295,F,152,12,2,20,0,2,1,1,0.052511416,3,2,2,0.076923077
13332,F,134,12,2,14,0,2,1,1,0.052511416,3,2,2,0.076923077
13077,M,150,12,2,18,0,2,1,1,0.052511416,3,2,2,0.076923077
12555,F,173,10,2,18,0,2,1,1,0.052511416,3,2,2,0.076923077
13507,F,121,10,2,18,0,2,1,1,0.052511416,3,2,2,0.076923077
12192,M,155,12,2,20,0,2,1,1,0.052511416,3,2,2,0.076923077
12070,F,160,10,2,16,0,2,1,1,0.052511416,3,2,2,0.076923077
12282,F,125,12,2,16,0,2,1,1,0.052511416,3,2,2,0.076923077
13598,F,125,12,2,20,0,2,1,1,0.052511416,3,2,2,0.076923077
13397,F,119,10,2,16,0,2,1,1,0.052511416,3,2,2,0.076923077
13346,M,172,12,2,16,0,2,1,1,0.052511416,3,2,2,0.076923077
13448,F,181,12,2,18,0,2,1,1,0.052511416,3,2,2,0.076923077
13393,F,158,12,2,18,0,2,1,1,0.052511416,3,2,2,0.076923077
12711,F,178,10,2,12,0,2,1,1,0.052511416,3,2,2,0.076923077
12666,F,176,12,2,14,0,2,1,1,0.052511416,3,2,2,0.076923077
13919,M,139,12,2,20,1,2,1,1,0.052511416,3,2,2,0.076923077
13557,F,120,12,2,18,0,2,1,1,0.052511416,3,2,2,0.076923077
12075,F,173,12,2,14,0,2,1,1,0.052511416,3,2,2,0.076923077
13763,F,175,22,9,54,0,1,1,2,0.08,1,2,4,0.071428571
12199,F,125,22,8,44,0,1,1,2,0.08,1,2,4,0.071428571
12546,F,170,32,6,46,0,1,1,2,0.08,1,2,4,0.071428571
12340,F,163,26,9,48,0,1,1,2,0.08,1,2,4,0.071428571
13724,M,152,36,7,60,0,1,1,2,0.08,1,2,4,0.071428571
13595,F,181,32,6,48,0,1,1,2,0.08,1,2,4,0.071428571
12851,M,155,30,6,44,1,1,1,2,0.08,1,2,4,0.071428571
13349,F,160,22,6,42,0,1,1,2,0.08,1,2,4,0.071428571
12818,M,158,24,7,58,0,1,1,2,0.08,1,2,4,0.071428571
13521,M,119,34,7,66,0,1,1,2,0.08,1,2,4,0.071428571
12857,M,141,30,6,50,0,1,1,2,0.08,1,2,4,0.071428571
12998,M,157,30,8,46,0,1,1,2,0.08,1,2,4,0.071428571
12071,F,161,32,9,70,0,1,1,2,0.08,1,2,4,0.071428571
13545,F,152,18,7,44,0,1,1,2,0.08,1,2,4,0.071428571
12002,M,298,16,1,16,0,1,2,1,0.037344398,2,4,1,0.066666667
13578,F,279,14,1,14,0,1,2,1,0.037344398,2,4,1,0.066666667
12017,F,261,16,1,16,0,1,2,1,0.037344398,2,4,1,0.066666667
12058,M,287,14,1,14,0,1,2,1,0.037344398,2,4,1,0.066666667
12989,F,252,16,1,16,0,1,2,1,0.037344398,2,4,1,0.066666667
13421,F,271,14,1,14,0,1,2,1,0.037344398,2,4,1,0.066666667
13504,F,252,14,1,14,0,1,2,1,0.037344398,2,4,1,0.066666667
13909,M,249,14,1,14,0,1,2,1,0.037344398,2,4,1,0.066666667
13223,F,251,14,1,14,0,1,2,1,0.037344398,2,4,1,0.066666667
13587,F,264,14,1,14,0,1,2,1,0.037344398,2,4,1,0.066666667
13534,M,295,14,1,14,0,1,2,1,0.037344398,2,4,1,0.066666667
12968,M,243,16,1,16,0,1,2,1,0.037344398,2,4,1,0.066666667
12759,F,246,16,1,16,0,1,2,1,0.037344398,2,4,1,0.066666667
12015,M,248,14,1,14,0,1,2,1,0.037344398,2,4,1,0.066666667
13806,M,267,14,1,14,0,1,2,1,0.037344398,2,4,1,0.066666667
13732,F,290,16,1,16,0,1,2,1,0.037344398,2,4,1,0.066666667
13166,M,292,16,1,16,0,1,2,1,0.037344398,2,4,1,0.066666667
13608,F,290,14,1,14,0,1,2,1,0.037344398,2,4,1,0.066666667
13597,M,262,14,1,14,0,1,2,1,0.037344398,2,4,1,0.066666667
13708,F,273,16,1,16,0,1,2,1,0.037344398,2,4,1,0.066666667
12428,F,273,14,1,14,0,1,2,1,0.037344398,2,4,1,0.066666667
13721,M,271,14,1,14,0,1,2,1,0.037344398,2,4,1,0.066666667
13358,F,281,14,1,14,0,1,2,1,0.037344398,2,4,1,0.066666667
12122,M,287,16,1,16,1,1,2,1,0.037344398,2,4,1,0.066666667
13147,F,287,14,1,14,0,1,2,1,0.037344398,2,4,1,0.066666667
13928,F,248,14,1,14,1,1,2,1,0.037344398,2,4,1,0.066666667
12801,F,299,16,1,16,0,1,2,1,0.037344398,2,4,1,0.066666667
13128,F,267,16,1,16,0,1,2,1,0.037344398,2,4,1,0.066666667
12090,F,275,14,1,14,0,1,2,1,0.037344398,2,4,1,0.066666667
13294,F,274,14,1,14,0,1,2,1,0.037344398,2,4,1,0.066666667
13784,F,80,4,1,4,0,2,1,1,0.052511416,5,1,1,0.066666667
13236,M,86,4,1,4,0,2,1,1,0.052511416,5,1,1,0.066666667
13082,F,36,4,1,4,0,2,1,1,0.052511416,5,1,1,0.066666667
13283,F,110,2,1,2,0,2,1,1,0.052511416,5,1,1,0.066666667
13711,F,28,4,1,4,0,2,1,1,0.052511416,5,1,1,0.066666667
12845,F,94,2,1,2,0,2,1,1,0.052511416,5,1,1,0.066666667
12716,M,23,4,1,4,0,2,1,1,0.052511416,5,1,1,0.066666667
12385,F,33,2,1,2,0,2,1,1,0.052511416,5,1,1,0.066666667
13036,M,110,2,1,2,0,2,1,1,0.052511416,5,1,1,0.066666667
13425,M,31,4,1,4,0,2,1,1,0.052511416,5,1,1,0.066666667
13420,M,70,4,1,4,0,2,1,1,0.052511416,5,1,1,0.066666667
13861,M,94,4,1,4,0,2,1,1,0.052511416,5,1,1,0.066666667
12480,F,82,4,1,4,0,2,1,1,0.052511416,5,1,1,0.066666667
13562,F,56,4,1,4,0,2,1,1,0.052511416,5,1,1,0.066666667
13107,F,34,2,1,2,0,2,1,1,0.052511416,5,1,1,0.066666667
12687,F,38,4,1,4,0,2,1,1,0.052511416,5,1,1,0.066666667
12362,F,46,4,1,4,0,2,1,1,0.052511416,5,1,1,0.066666667
12059,M,90,4,1,4,0,2,1,1,0.052511416,5,1,1,0.066666667
13439,F,106,2,1,2,0,2,1,1,0.052511416,5,1,1,0.066666667
12337,F,52,2,1,2,0,2,1,1,0.052511416,5,1,1,0.066666667
12422,F,81,2,1,2,0,2,1,1,0.052511416,5,1,1,0.066666667
13278,F,30,2,1,2,0,2,1,1,0.052511416,5,1,1,0.066666667
13515,M,94,4,1,4,0,2,1,1,0.052511416,5,1,1,0.066666667
13892,M,53,2,1,2,1,2,1,1,0.052511416,5,1,1,0.066666667
12706,F,100,2,1,2,0,2,1,1,0.052511416,5,1,1,0.066666667
13758,M,62,4,1,4,0,2,1,1,0.052511416,5,1,1,0.066666667
12762,F,22,2,1,2,1,2,1,1,0.052511416,5,1,1,0.066666667
13367,F,99,4,1,4,0,2,1,1,0.052511416,5,1,1,0.066666667
13137,F,83,4,1,4,0,2,1,1,0.052511416,5,1,1,0.066666667
13743,F,87,2,1,2,0,2,1,1,0.052511416,5,1,1,0.066666667
13010,F,157,14,4,32,0,1,1,2,0.08,2,2,3,0.058823529
12224,M,126,14,3,28,0,1,1,1,0.031884058,2,2,3,0.058823529
13535,F,174,14,3,24,0,1,1,1,0.031884058,2,2,3,0.058823529
12535,F,133,14,4,32,0,1,1,2,0.08,2,2,3,0.058823529
12201,M,138,14,5,30,0,1,1,2,0.08,2,2,3,0.058823529
13698,F,133,14,5,38,0,1,1,2,0.08,2,2,3,0.058823529
12318,M,143,16,5,44,0,1,1,2,0.08,2,2,3,0.058823529
12834,F,140,16,4,28,0,1,1,2,0.08,2,2,3,0.058823529
13201,F,161,14,3,32,0,1,1,1,0.031884058,2,2,3,0.058823529
12723,F,115,14,5,24,0,1,1,2,0.08,2,2,3,0.058823529
12270,F,176,14,4,36,0,1,1,2,0.08,2,2,3,0.058823529
12924,M,133,16,3,26,0,1,1,1,0.031884058,2,2,3,0.058823529
13150,F,175,16,4,26,0,1,1,2,0.08,2,2,3,0.058823529
12904,M,169,14,3,24,1,1,1,1,0.031884058,2,2,3,0.058823529
13343,F,155,14,5,26,0,1,1,2,0.08,2,2,3,0.058823529
12363,F,134,16,3,32,0,1,1,1,0.031884058,2,2,3,0.058823529
12392,M,135,16,4,26,0,1,1,2,0.08,2,2,3,0.058823529
12843,F,237,12,7,50,0,2,2,2,0.174418605,3,3,4,0.058823529
12721,F,219,12,6,34,0,2,2,2,0.174418605,3,3,4,0.058823529
13307,M,236,10,7,26,0,2,2,2,0.174418605,3,3,4,0.058823529
13894,F,214,10,8,50,0,2,2,2,0.174418605,3,3,4,0.058823529
12887,F,205,12,9,54,0,2,1,2,0.155339806,3,3,4,0.058823529
13616,M,238,10,8,26,0,2,2,2,0.174418605,3,3,4,0.058823529
13431,M,219,12,7,42,0,2,2,2,0.174418605,3,3,4,0.058823529
12993,M,219,10,6,28,1,2,2,2,0.174418605,3,3,4,0.058823529
13488,M,188,10,9,50,0,2,1,2,0.155339806,3,3,4,0.058823529
13729,F,233,12,7,28,0,2,2,2,0.174418605,3,3,4,0.058823529
13675,M,203,12,9,58,0,2,1,2,0.155339806,3,3,4,0.058823529
13716,F,235,12,7,52,0,2,2,2,0.174418605,3,3,4,0.058823529
12173,F,239,12,8,58,0,2,2,2,0.174418605,3,3,4,0.058823529
13285,M,230,10,9,54,0,2,2,2,0.174418605,3,3,4,0.058823529
13051,F,224,10,6,26,0,2,2,2,0.174418605,3,3,4,0.058823529
13286,F,188,10,6,28,0,2,1,2,0.155339806,3,3,4,0.058823529
13270,F,223,10,6,24,0,2,2,2,0.174418605,3,3,4,0.058823529
13470,F,114,4,1,4,0,2,1,1,0.052511416,5,2,1,0.058823529
13987,M,175,4,1,4,0,2,1,1,0.052511416,5,2,1,0.058823529
12556,F,168,4,1,4,0,2,1,1,0.052511416,5,2,1,0.058823529
12273,M,129,4,1,4,1,2,1,1,0.052511416,5,2,1,0.058823529
12384,M,179,2,1,2,0,2,1,1,0.052511416,5,2,1,0.058823529
12274,M,133,2,1,2,0,2,1,1,0.052511416,5,2,1,0.058823529
12656,F,144,4,1,4,0,2,1,1,0.052511416,5,2,1,0.058823529
13476,M,169,2,1,2,0,2,1,1,0.052511416,5,2,1,0.058823529
12726,F,124,4,1,4,0,2,1,1,0.052511416,5,2,1,0.058823529
12705,F,156,4,1,4,0,2,1,1,0.052511416,5,2,1,0.058823529
13165,F,139,4,1,4,0,2,1,1,0.052511416,5,2,1,0.058823529
13568,F,161,2,1,2,0,2,1,1,0.052511416,5,2,1,0.058823529
13772,M,114,4,1,4,0,2,1,1,0.052511416,5,2,1,0.058823529
12031,F,171,4,1,4,0,2,1,1,0.052511416,5,2,1,0.058823529
13966,F,122,4,1,4,0,2,1,1,0.052511416,5,2,1,0.058823529
13229,M,174,4,1,4,0,2,1,1,0.052511416,5,2,1,0.058823529
13775,F,121,4,1,4,0,2,1,1,0.052511416,5,2,1,0.058823529
13168,F,254,36,7,68,0,1,2,2,0.073275862,1,4,4,0.05
13099,M,248,34,7,52,0,1,2,2,0.073275862,1,4,4,0.05
12831,F,285,34,8,72,0,1,2,2,0.073275862,1,4,4,0.05
12143,F,281,34,8,66,0,1,2,2,0.073275862,1,4,4,0.05
13466,M,280,34,7,66,0,1,2,2,0.073275862,1,4,4,0.05
12307,F,286,18,8,40,0,1,2,2,0.073275862,1,4,4,0.05
12709,F,285,36,6,56,0,1,2,2,0.073275862,1,4,4,0.05
13409,F,289,36,6,66,0,1,2,2,0.073275862,1,4,4,0.05
12626,F,257,26,6,48,0,1,2,2,0.073275862,1,4,4,0.05
13773,F,266,24,7,44,0,1,2,2,0.073275862,1,4,4,0.05
13912,M,297,30,7,62,0,1,2,2,0.073275862,1,4,4,0.05
12440,M,281,24,9,50,0,1,2,2,0.073275862,1,4,4,0.05
12008,M,298,24,6,44,0,1,2,2,0.073275862,1,4,4,0.05
12848,M,279,32,8,78,0,1,2,2,0.073275862,1,4,4,0.05
13030,F,293,18,9,42,0,1,2,2,0.073275862,1,4,4,0.05
13788,M,257,20,6,38,1,1,2,2,0.073275862,1,4,4,0.05
13230,F,295,28,7,46,0,1,2,2,0.073275862,1,4,4,0.05
13793,M,284,18,7,44,0,1,2,2,0.073275862,1,4,4,0.05
13339,M,298,28,8,68,0,1,2,2,0.073275862,1,4,4,0.05
13164,F,278,22,6,40,0,1,2,2,0.073275862,1,4,4,0.05
13963,M,120,10,5,22,0,2,1,2,0.155339806,3,2,3,0.05
13281,M,143,12,3,26,0,2,1,1,0.052511416,3,2,3,0.05
13130,F,119,12,4,22,0,2,1,2,0.155339806,3,2,3,0.05
13842,F,140,12,4,34,0,2,1,2,0.155339806,3,2,3,0.05
12686,F,122,12,4,28,0,2,1,2,0.155339806,3,2,3,0.05
13713,F,135,12,4,34,0,2,1,2,0.155339806,3,2,3,0.05
12693,F,141,12,4,22,0,2,1,2,0.155339806,3,2,3,0.05
12712,F,140,10,4,26,0,2,1,2,0.155339806,3,2,3,0.05
12030,M,158,10,4,26,0,2,1,2,0.155339806,3,2,3,0.05
13543,F,174,12,5,30,0,2,1,2,0.155339806,3,2,3,0.05
12661,F,119,10,5,26,0,2,1,2,0.155339806,3,2,3,0.05
12858,F,144,10,4,26,0,2,1,2,0.155339806,3,2,3,0.05
13802,M,117,12,4,22,0,2,1,2,0.155339806,3,2,3,0.05
13443,F,181,12,4,28,0,2,1,2,0.155339806,3,2,3,0.05
13561,F,135,10,4,26,0,2,1,2,0.155339806,3,2,3,0.05
12544,M,131,10,3,16,0,2,1,1,0.052511416,3,2,3,0.05
12294,F,121,12,5,32,0,2,1,2,0.155339806,3,2,3,0.05
13897,F,127,12,4,32,0,2,1,2,0.155339806,3,2,3,0.05
13629,F,114,12,4,30,1,2,1,2,0.155339806,3,2,3,0.05
12451,F,134,12,5,30,0,2,1,2,0.155339806,3,2,3,0.05
12144,F,271,8,2,12,0,2,2,1,0.116607774,4,4,2,0.047619048
13617,F,261,8,2,10,0,2,2,1,0.116607774,4,4,2,0.047619048
12463,F,257,6,2,8,1,2,2,1,0.116607774,4,4,2,0.047619048
12028,M,282,8,2,14,0,2,2,1,0.116607774,4,4,2,0.047619048
13498,F,277,8,2,10,0,2,2,1,0.116607774,4,4,2,0.047619048
12650,F,284,8,2,14,0,2,2,1,0.116607774,4,4,2,0.047619048
13599,M,248,8,2,14,0,2,2,1,0.116607774,4,4,2,0.047619048
12609,F,248,6,2,8,0,2,2,1,0.116607774,4,4,2,0.047619048
13939,F,287,8,2,14,0,2,2,1,0.116607774,4,4,2,0.047619048
12087,F,287,6,2,10,0,2,2,1,0.116607774,4,4,2,0.047619048
13363,F,269,6,2,10,0,2,2,1,0.116607774,4,4,2,0.047619048
12169,F,272,6,2,10,0,2,2,1,0.116607774,4,4,2,0.047619048
13392,M,280,6,2,10,0,2,2,1,0.116607774,4,4,2,0.047619048
12580,F,295,8,2,14,0,2,2,1,0.116607774,4,4,2,0.047619048
13996,F,274,8,2,10,0,2,2,1,0.116607774,4,4,2,0.047619048
12513,M,266,8,2,10,0,2,2,1,0.116607774,4,4,2,0.047619048
13468,F,257,8,2,14,0,2,2,1,0.116607774,4,4,2,0.047619048
13199,M,289,8,2,16,0,2,2,1,0.116607774,4,4,2,0.047619048
12356,F,271,8,2,16,0,2,2,1,0.116607774,4,4,2,0.047619048
12210,M,251,6,2,14,0,2,2,1,0.116607774,4,4,2,0.047619048
13976,F,252,8,2,12,0,2,2,1,0.116607774,4,4,2,0.047619048
